1	0	17	2	30	0	30	598	1	1	1960	0	0	0	0
1002	20.0078	1	1	11	94	25	516	4	19	1906	0	0	0	0
1529	40.033	7	0	8	125	24	567	3	16	2046	0	0	0	0
2062	60.0321	2	1	8	141	24	614	3	16	2187	0	0	0	0
2562	80.0344	2	1	7	172	24	658	3	16	2318	0	0	0	0
3079	100.1	2	1	7	188	24	704	3	17	2460	0	0	0	0
3590	120.075	2	1	7	219	24	756	3	17	2616	0	0	0	0
4090	140.006	2	1	7	250	24	796	3	17	2736	0	0	0	0
4590	160.141	2	1	7	281	24	844	3	16	2876	0	0	0	0
5112	180.026	0	1	5	312	23	887	3	18	3013	0	0	0	0
5650	200.021	2	1	7	359	24	936	3	17	3156	0	0	0	0
6175	220.091	0	2	5	390	24	988	3	16	3308	0	0	0	0
6702	240.009	1	1	5	437	24	1039	2	15	3457	0	0	0	0
7256	260.052	6	0	7	484	24	1081	3	16	3587	0	0	0	0
7742	280.08	0	1	5	500	23	1128	3	18	3736	0	0	0	0
8244	300.035	2	1	7	531	24	1172	3	17	3864	0	0	0	0
8753	320.099	2	1	7	562	24	1221	3	16	4007	0	0	0	0
9304	340.021	2	1	5	578	24	1272	2	15	4156	0	0	0	0
9818	360.009	0	1	5	624	23	1317	3	18	4303	0	0	0	0
10319	380	2	1	7	656	24	1369	3	16	4451	0	0	0	0
10828	400.007	2	1	7	702	24	1406	3	17	4566	0	0	0	0
11385	420.029	0	2	5	749	24	1456	3	16	4712	0	0	0	0
11939	440.058	2	1	5	780	24	1513	2	15	4879	0	0	0	0
12448	460.01	2	1	7	827	24	1557	3	17	5019	0	0	0	0
12980	480.131	0	2	7	858	23	1608	3	18	5176	0	0	0	0
13510	500.015	2	1	7	890	24	1655	3	17	5313	0	0	0	0
14046	520.045	2	1	7	921	24	1716	3	17	5496	0	0	0	0
14555	540.001	0	2	5	952	24	1769	3	16	5651	0	0	0	0
15107	560.023	2	1	7	999	24	1826	3	16	5822	0	0	0	0
15625	580.041	0	2	5	1014	24	1876	3	16	5972	0	0	0	0
16135	600.005	0	2	7	1061	24	1935	3	17	6153	0	0	0	0
16666	620.008	1	1	7	1108	24	1996	3	17	6336	0	0	0	0
17187	640.015	2	1	7	1139	24	2049	3	16	6491	0	0	0	0
17751	660.024	2	1	7	1155	24	2104	3	16	6656	0	0	0	0
18231	680.048	2	1	7	1186	24	2152	3	16	6800	0	0	0	0
18768	700.006	0	2	5	1201	24	2202	3	16	6950	0	0	0	0
19311	720.045	2	1	7	1233	24	2260	3	17	7128	0	0	0	0
19826	740.071	2	1	7	1264	24	2312	3	17	7284	0	0	0	0
20364	760.03	2	1	7	1311	24	2355	3	17	7413	0	0	0	0
20907	780.01	4	0	5	1342	24	2409	3	17	7575	0	0	0	0
21382	800.014	2	1	7	1357	24	2448	3	17	7692	0	0	0	0
21874	820.011	2	1	7	1389	24	2495	3	17	7833	0	0	0	0
22395	840.029	0	2	7	1420	24	2546	3	17	7986	0	0	0	0
22944	860.035	2	1	7	1451	24	2600	3	16	8144	0	0	0	0
23477	880.002	2	1	7	1482	24	2645	3	16	8279	0	0	0	0
24034	900.12	0	2	7	1513	24	2698	3	17	8442	0	0	0	0
24573	920.066	1	1	7	1545	24	2760	3	16	8624	0	0	0	0
25084	940.055	2	1	7	1576	24	2802	3	17	8754	0	0	0	0
25611	960.079	2	1	7	1607	24	2852	3	16	8900	0	0	0	0
26162	980.04	2	1	7	1638	24	2905	3	17	9063	0	0	0	0
26670	1000.03	2	1	7	1669	24	2950	3	16	9194	0	0	0	0
