1	0	2	2	30	0	30	598	1	1	1960	0	0	0	0
933	20.0505	0	1	6	78	23	504	4	17	1845	0	0	0	0
1316	40.0007	0	1	5	94	23	504	4	17	1844	0	0	0	0
1705	60.0022	0	1	5	125	23	504	4	17	1844	0	0	0	0
2110	80.1486	0	1	5	141	23	504	4	17	1844	0	0	0	0
2488	100.238	0	1	5	172	23	504	4	17	1844	0	0	0	0
2871	120.132	0	1	5	203	23	504	4	17	1844	0	0	0	0
3249	140.02	0	1	5	234	23	504	4	17	1844	0	0	0	0
3640	160.002	0	1	5	250	23	504	4	17	1844	0	0	0	0
3993	180.006	0	1	5	265	23	504	4	17	1844	0	0	0	0
4339	200.104	0	1	5	281	23	504	4	17	1844	0	0	0	0
4704	220.011	0	1	5	312	23	504	4	17	1844	0	0	0	0
5063	240.023	0	1	5	328	23	504	4	17	1844	0	0	0	0
5428	260	0	1	5	359	23	504	4	17	1844	0	0	0	0
5811	280.002	0	1	5	375	23	504	4	17	1844	0	0	0	0
6179	300.004	0	1	5	390	23	504	4	17	1844	0	0	0	0
6567	320.022	0	1	5	406	23	504	4	17	1844	0	0	0	0
6923	340.017	0	1	5	421	23	504	4	17	1844	0	0	0	0
7329	360.011	0	1	5	453	23	504	4	17	1844	0	0	0	0
7750	380.116	0	1	5	484	23	504	4	17	1844	0	0	0	0
8163	400.13	0	1	5	499	23	504	4	17	1844	0	0	0	0
8545	420.008	0	1	5	531	23	504	4	17	1844	0	0	0	0
8907	440.085	0	1	5	562	23	504	4	17	1844	0	0	0	0
9296	460.022	0	1	5	577	23	504	4	17	1844	0	0	0	0
9678	480.08	0	1	5	609	23	504	4	17	1844	0	0	0	0
10035	500.047	0	1	5	624	23	504	4	17	1844	0	0	0	0
10381	520.023	0	1	5	655	23	504	4	17	1844	0	0	0	0
10811	540.201	0	1	5	687	23	504	4	17	1844	0	0	0	0
11184	560.067	0	1	5	702	23	504	4	17	1844	0	0	0	0
11559	580.06	0	1	5	733	23	504	4	17	1844	0	0	0	0
11925	600.267	0	1	5	765	23	504	4	17	1844	0	0	0	0
12287	620.069	0	1	5	796	23	504	4	17	1844	0	0	0	0
12679	640.234	0	1	5	811	23	504	4	17	1844	0	0	0	0
13016	660.034	0	1	5	827	23	504	4	17	1844	0	0	0	0
13380	680.024	0	1	5	843	23	504	4	17	1844	0	0	0	0
13792	700.013	0	1	5	858	23	504	4	17	1844	0	0	0	0
14163	720.011	0	1	5	874	23	504	4	17	1844	0	0	0	0
14522	740.09	0	1	5	905	23	504	4	17	1844	0	0	0	0
14896	760.119	0	1	5	921	23	504	4	17	1844	0	0	0	0
15281	780.002	0	1	5	936	23	504	4	17	1844	0	0	0	0
15658	800.049	0	1	5	952	23	504	4	17	1844	0	0	0	0
16025	820.021	0	1	5	967	23	504	4	17	1844	0	0	0	0
16425	840.042	0	1	5	999	23	504	4	17	1844	0	0	0	0
16815	860.068	0	1	5	1030	23	504	4	17	1844	0	0	0	0
17209	880.043	0	1	5	1045	23	504	4	17	1844	0	0	0	0
17591	900.008	0	1	5	1077	23	504	4	17	1844	0	0	0	0
17982	920.139	0	1	5	1092	23	504	4	17	1844	0	0	0	0
18400	940.04	0	1	5	1123	23	504	4	17	1844	0	0	0	0
18753	960	0	1	5	1139	23	504	4	17	1844	0	0	0	0
19135	980.048	0	1	5	1170	23	504	4	17	1844	0	0	0	0
19534	1000	0	1	5	1186	23	504	4	17	1844	0	0	0	0
